DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	0.397482	39	7	1	1	12	1	1004	0	10978	15	0	48.0747	0	0
DL	0.397482	39	7	1	1	12	1	1004	0	10978	15	0	44.9161	0	0
DL	0.397732	39	7	2	1	12	1	1005	0	10978	15	0	37.2194	0	0
DL	0.397732	39	7	2	1	12	1	1005	0	10978	15	0	48.0747	0	0
DL	0.397732	39	7	2	1	12	1	1005	0	10978	15	0	44.9161	0	0
DL	0.397982	39	7	3	1	12	1	1006	0	10978	15	0	37.2194	0	0
DL	0.397982	39	7	3	1	12	1	1006	0	10978	15	0	48.0747	0	0
DL	0.397982	39	7	3	1	12	1	1006	0	10978	15	0	44.9161	0	0
DL	0.398232	39	8	0	1	12	1	1001	0	10978	15	0	37.2194	0	0
DL	0.398232	39	8	0	1	12	1	1001	0	10978	15	0	48.0747	0	0
DL	0.398232	39	8	0	1	12	1	1001	0	10978	15	0	44.9161	0	0
DL	0.398482	39	8	1	1	12	1	1002	0	10978	15	0	37.2194	0	0
DL	0.398482	39	8	1	1	12	1	1002	0	10978	15	0	48.0747	0	0
DL	0.398482	39	8	1	1	12	1	1002	0	10978	15	0	44.9161	0	0
DL	0.398732	39	8	2	1	12	1	1003	0	10978	15	0	37.2194	0	0
DL	0.398732	39	8	2	1	12	1	1003	0	10978	15	0	48.0747	0	0
DL	0.398732	39	8	2	1	12	1	1003	0	10978	15	0	44.9161	0	0
DL	0.398982	39	8	3	1	12	1	1004	0	10978	15	0	37.2194	0	0
DL	0.398982	39	8	3	1	12	1	1004	0	10978	15	0	48.0747	0	0
DL	0.398982	39	8	3	1	12	1	1004	0	10978	15	0	44.9161	0	0
DL	0.399232	39	9	0	1	12	1	1005	0	10978	15	0	37.2194	0	0
DL	0.399232	39	9	0	1	12	1	1005	0	10978	15	0	48.0747	0	0
DL	0.399232	39	9	0	1	12	1	1005	0	10978	15	0	44.9161	0	0
DL	0.399482	39	9	1	1	12	1	1006	0	10978	15	0	37.2194	0	0
DL	0.399482	39	9	1	1	12	1	1006	0	10978	15	0	48.0747	0	0
DL	0.399482	39	9	1	1	12	1	1006	0	10978	15	0	44.9161	0	0
DL	0.399732	39	9	2	1	12	1	1001	0	10978	15	0	37.2194	0	0
DL	0.399732	39	9	2	1	12	1	1001	0	10978	15	0	48.0747	0	0
DL	0.399732	39	9	2	1	12	1	1001	0	10978	15	0	44.9161	0	0
DL	0.399982	39	9	3	1	12	1	1002	0	10978	15	0	37.2194	0	0
DL	0.399982	39	9	3	1	12	1	1002	0	10978	15	0	48.0747	0	0
DL	0.399982	39	9	3	1	12	1	1002	0	10978	15	0	44.9161	0	0
DL	0.400232	40	0	0	1	12	1	1003	0	10978	15	0	37.2194	0	0
DL	0.400232	40	0	0	1	12	1	1003	0	10978	15	0	48.0747	0	0
DL	0.400232	40	0	0	1	12	1	1003	0	10978	15	0	44.9161	0	0
DL	0.400482	40	0	1	1	12	1	1004	0	10978	15	0	37.2194	0	0
DL	0.400482	40	0	1	1	12	1	1004	0	10978	15	0	48.0747	0	0
DL	0.400482	40	0	1	1	12	1	1004	0	10978	15	0	44.9161	0	0
DL	0.400732	40	0	2	1	12	1	1005	0	10978	15	0	37.2194	0	0
DL	0.400732	40	0	2	1	12	1	1005	0	10978	15	0	48.0747	0	0
DL	0.400732	40	0	2	1	12	1	1005	0	10978	15	0	44.9161	0	0
DL	0.400982	40	0	3	1	12	1	1006	0	10978	15	0	37.2194	0	0
DL	0.400982	40	0	3	1	12	1	1006	0	10978	15	0	48.0747	0	0
DL	0.400982	40	0	3	1	12	1	1006	0	10978	15	0	44.9161	0	0
DL	0.401232	40	1	0	1	12	1	1001	0	10978	15	0	37.2194	0	0
DL	0.401232	40	1	0	1	12	1	1001	0	10978	15	0	48.0747	0	0
DL	0.401232	40	1	0	1	12	1	1001	0	10978	15	0	44.9161	0	0
DL	0.401482	40	1	1	1	12	1	1002	0	10978	15	0	37.2194	0	0
DL	0.401482	40	1	1	1	12	1	1002	0	10978	15	0	48.0747	0	0
DL	0.401482	40	1	1	1	12	1	1002	0	10978	15	0	44.9161	0	0
DL	0.401732	40	1	2	1	12	1	1003	0	10978	15	0	37.2194	0	0
DL	0.401732	40	1	2	1	12	1	1003	0	10978	15	0	48.0747	0	0
DL	0.401732	40	1	2	1	12	1	1003	0	10978	15	0	44.9161	0	0
DL	0.401982	40	1	3	1	12	1	1004	0	10978	15	0	37.2194	0	0
DL	0.401982	40	1	3	1	12	1	1004	0	10978	15	0	48.0747	0	0
DL	0.401982	40	1	3	1	12	1	1004	0	10978	15	0	44.9161	0	0
DL	0.402232	40	2	0	1	12	1	1005	0	10978	15	0	37.2194	0	0
DL	0.402232	40	2	0	1	12	1	1005	0	10978	15	0	48.0747	0	0
DL	0.402232	40	2	0	1	12	1	1005	0	10978	15	0	44.9161	0	0
DL	0.402482	40	2	1	1	12	1	1006	0	10978	15	0	37.2194	0	0
DL	0.402482	40	2	1	1	12	1	1006	0	10978	15	0	48.0747	0	0
DL	0.402482	40	2	1	1	12	1	1006	0	10978	15	0	44.9161	0	0
DL	0.402732	40	2	2	1	12	1	1001	0	10978	15	0	37.2194	0	0
DL	0.402732	40	2	2	1	12	1	1001	0	10978	15	0	48.0747	0	0
DL	0.402732	40	2	2	1	12	1	1001	0	10978	15	0	44.9161	0	0
DL	0.402982	40	2	3	1	12	1	1002	0	10978	15	0	37.2194	0	0
DL	0.402982	40	2	3	1	12	1	1002	0	10978	15	0	48.0747	0	0
DL	0.402982	40	2	3	1	12	1	1002	0	10978	15	0	44.9161	0	0
DL	0.403232	40	3	0	1	12	1	1003	0	10978	15	0	37.2194	0	0
DL	0.403232	40	3	0	1	12	1	1003	0	10978	15	0	48.0747	0	0
DL	0.403232	40	3	0	1	12	1	1003	0	10978	15	0	44.9161	0	0
DL	0.403482	40	3	1	1	12	1	1004	0	10978	15	0	37.2194	0	0
DL	0.403482	40	3	1	1	12	1	1004	0	10978	15	0	48.0747	0	0
DL	0.403482	40	3	1	1	12	1	1004	0	10978	15	0	44.9161	0	0
DL	0.403732	40	3	2	1	12	1	1005	0	10978	15	0	37.2194	0	0
DL	0.403732	40	3	2	1	12	1	1005	0	10978	15	0	48.0747	0	0
DL	0.403732	40	3	2	1	12	1	1005	0	10978	15	0	44.9161	0	0
DL	0.403982	40	3	3	1	12	1	1006	0	10978	15	0	37.2194	0	0
DL	0.403982	40	3	3	1	12	1	1006	0	10978	15	0	48.0747	0	0
DL	0.403982	40	3	3	1	12	1	1006	0	10978	15	0	44.9161	0	0
DL	0.404232	40	4	0	1	12	1	1001	0	10978	15	0	37.2194	0	0
DL	0.404232	40	4	0	1	12	1	1001	0	10978	15	0	48.0747	0	0
DL	0.404232	40	4	0	1	12	1	1001	0	10978	15	0	44.9161	0	0
DL	0.404482	40	4	1	1	12	1	1002	0	10978	15	0	37.2194	0	0
DL	0.404482	40	4	1	1	12	1	1002	0	10978	15	0	48.0747	0	0
DL	0.404482	40	4	1	1	12	1	1002	0	10978	15	0	44.9161	0	0
DL	0.404732	40	4	2	1	12	1	1003	0	10978	15	0	37.2194	0	0
DL	0.404732	40	4	2	1	12	1	1003	0	10978	15	0	48.0747	0	0
DL	0.404732	40	4	2	1	12	1	1003	0	10978	15	0	44.9161	0	0
DL	0.404982	40	4	3	1	12	1	1004	0	10978	15	0	37.2194	0	0
DL	0.404982	40	4	3	1	12	1	1004	0	10978	15	0	48.0747	0	0
DL	0.404982	40	4	3	1	12	1	1004	0	10978	15	0	44.9161	0	0
DL	0.405232	40	5	0	1	12	1	1005	0	10978	15	0	37.2194	0	0
DL	0.405232	40	5	0	1	12	1	1005	0	10978	15	0	48.0747	0	0
DL	0.405232	40	5	0	1	12	1	1005	0	10978	15	0	44.9161	0	0
DL	0.405482	40	5	1	1	12	1	1006	0	10978	15	0	37.2194	0	0
DL	0.405482	40	5	1	1	12	1	1006	0	10978	15	0	48.0747	0	0
DL	0.405482	40	5	1	1	12	1	1006	0	10978	15	0	44.9161	0	0
DL	0.405732	40	5	2	1	12	1	1001	0	10978	15	0	37.2194	0	0
DL	0.405732	40	5	2	1	12	1	1001	0	10978	15	0	48.0747	0	0
DL	0.405732	40	5	2	1	12	1	1001	0	10978	15	0	44.9161	0	0
DL	0.405982	40	5	3	1	12	1	1002	0	10978	15	0	37.2194	0	0
DL	0.405982	40	5	3	1	12	1	1002	0	10978	15	0	48.0747	0	0
DL	0.405982	40	5	3	1	12	1	1002	0	10978	15	0	44.9161	0	0
DL	0.406232	40	6	0	1	12	1	1003	0	10978	15	0	37.2194	0	0
DL	0.406232	40	6	0	1	12	1	1003	0	10978	15	0	48.0747	0	0
DL	0.406232	40	6	0	1	12	1	1003	0	10978	15	0	44.9161	0	0
DL	0.406482	40	6	1	1	12	1	1004	0	10978	15	0	37.2194	0	0
DL	0.406482	40	6	1	1	12	1	1004	0	10978	15	0	48.0747	0	0
DL	0.406482	40	6	1	1	12	1	1004	0	10978	15	0	44.9161	0	0
DL	0.406732	40	6	2	1	12	1	1005	0	10978	15	0	37.2194	0	0
DL	0.406732	40	6	2	1	12	1	1005	0	10978	15	0	48.0747	0	0
DL	0.406732	40	6	2	1	12	1	1005	0	10978	15	0	44.9161	0	0
DL	0.406982	40	6	3	1	12	1	1006	0	10978	15	0	37.2194	0	0
DL	0.406982	40	6	3	1	12	1	1006	0	10978	15	0	48.0747	0	0
DL	0.406982	40	6	3	1	12	1	1006	0	10978	15	0	44.9161	0	0
DL	0.407232	40	7	0	1	12	1	1001	0	10978	15	0	37.2194	0	0
DL	0.407232	40	7	0	1	12	1	1001	0	10978	15	0	48.0747	0	0
DL	0.407232	40	7	0	1	12	1	1001	0	10978	15	0	44.9161	0	0
DL	0.407482	40	7	1	1	12	1	1002	0	10978	15	0	37.2194	0	0
DL	0.407482	40	7	1	1	12	1	1002	0	10978	15	0	48.0747	0	0
DL	0.407482	40	7	1	1	12	1	1002	0	10978	15	0	44.9161	0	0
DL	0.407732	40	7	2	1	12	1	1003	0	10978	15	0	37.2194	0	0
DL	0.407732	40	7	2	1	12	1	1003	0	10978	15	0	48.0747	0	0
DL	0.407732	40	7	2	1	12	1	1003	0	10978	15	0	44.9161	0	0
DL	0.407982	40	7	3	1	12	1	1004	0	10978	15	0	37.2194	0	0
DL	0.407982	40	7	3	1	12	1	1004	0	10978	15	0	48.0747	0	0
DL	0.407982	40	7	3	1	12	1	1004	0	10978	15	0	44.9161	0	0
DL	0.408232	40	8	0	1	12	1	1005	0	10978	15	0	37.2194	0	0
DL	0.408232	40	8	0	1	12	1	1005	0	10978	15	0	48.0747	0	0
DL	0.408232	40	8	0	1	12	1	1005	0	10978	15	0	44.9161	0	0
DL	0.408482	40	8	1	1	12	1	1006	0	10978	15	0	37.2194	0	0
DL	0.408482	40	8	1	1	12	1	1006	0	10978	15	0	48.0747	0	0
DL	0.408482	40	8	1	1	12	1	1006	0	10978	15	0	44.9161	0	0
DL	0.408732	40	8	2	1	12	1	1001	0	10978	15	0	37.2194	0	0
DL	0.408732	40	8	2	1	12	1	1001	0	10978	15	0	48.0747	0	0
DL	0.408732	40	8	2	1	12	1	1001	0	10978	15	0	44.9161	0	0
DL	0.408982	40	8	3	1	12	1	1002	0	10978	15	0	37.2194	0	0
DL	0.408982	40	8	3	1	12	1	1002	0	10978	15	0	48.0747	0	0
DL	0.408982	40	8	3	1	12	1	1002	0	10978	15	0	44.9161	0	0
DL	0.409232	40	9	0	1	12	1	1003	0	10978	15	0	37.2194	0	0
DL	0.409232	40	9	0	1	12	1	1003	0	10978	15	0	48.0747	0	0
DL	0.409232	40	9	0	1	12	1	1003	0	10978	15	0	44.9161	0	0
DL	0.409482	40	9	1	1	12	1	1004	0	10978	15	0	37.2194	0	0
DL	0.409482	40	9	1	1	12	1	1004	0	10978	15	0	48.0747	0	0
DL	0.409482	40	9	1	1	12	1	1004	0	10978	15	0	44.9161	0	0
DL	0.409732	40	9	2	1	12	1	1005	0	10978	15	0	37.2194	0	0
DL	0.409732	40	9	2	1	12	1	1005	0	10978	15	0	48.0747	0	0
DL	0.409732	40	9	2	1	12	1	1005	0	10978	15	0	44.9161	0	0
DL	0.409982	40	9	3	1	12	1	1006	0	10978	15	0	37.2194	0	0
DL	0.409982	40	9	3	1	12	1	1006	0	10978	15	0	48.0747	0	0
DL	0.409982	40	9	3	1	12	1	1006	0	10978	15	0	44.9161	0	0
DL	0.410232	41	0	0	1	12	1	1001	0	10978	15	0	37.2194	0	0
DL	0.410232	41	0	0	1	12	1	1001	0	10978	15	0	48.0747	0	0
DL	0.410232	41	0	0	1	12	1	1001	0	10978	15	0	44.9161	0	0
DL	0.410482	41	0	1	1	12	1	1002	0	10978	15	0	37.2194	0	0
DL	0.410482	41	0	1	1	12	1	1002	0	10978	15	0	48.0747	0	0
DL	0.410482	41	0	1	1	12	1	1002	0	10978	15	0	44.9161	0	0
DL	0.410732	41	0	2	1	12	1	1003	0	10978	15	0	37.2194	0	0
DL	0.410732	41	0	2	1	12	1	1003	0	10978	15	0	48.0747	0	0
DL	0.410732	41	0	2	1	12	1	1003	0	10978	15	0	44.9161	0	0
DL	0.410982	41	0	3	1	12	1	1004	0	10978	15	0	37.2194	0	0
DL	0.410982	41	0	3	1	12	1	1004	0	10978	15	0	48.0747	0	0
DL	0.410982	41	0	3	1	12	1	1004	0	10978	15	0	44.9161	0	0
DL	0.411232	41	1	0	1	12	1	1005	0	10978	15	0	37.2194	0	0
DL	0.411232	41	1	0	1	12	1	1005	0	10978	15	0	48.0747	0	0
DL	0.411232	41	1	0	1	12	1	1005	0	10978	15	0	44.9161	0	0
DL	0.411482	41	1	1	1	12	1	1006	0	10978	15	0	37.2194	0	0
DL	0.411482	41	1	1	1	12	1	1006	0	10978	15	0	48.0747	0	0
DL	0.411482	41	1	1	1	12	1	1006	0	10978	15	0	44.9161	0	0
DL	0.411732	41	1	2	1	12	1	1001	0	10978	15	0	37.2194	0	0
DL	0.411732	41	1	2	1	12	1	1001	0	10978	15	0	48.0747	0	0
DL	0.411732	41	1	2	1	12	1	1001	0	10978	15	0	44.9161	0	0
DL	0.411982	41	1	3	1	12	1	1002	0	10978	15	0	37.2194	0	0
DL	0.411982	41	1	3	1	12	1	1002	0	10978	15	0	48.0747	0	0
DL	0.411982	41	1	3	1	12	1	1002	0	10978	15	0	44.9161	0	0
DL	0.412232	41	2	0	1	12	1	1003	0	10978	15	0	37.2194	0	0
DL	0.412232	41	2	0	1	12	1	1003	0	10978	15	0	48.0747	0	0
DL	0.412232	41	2	0	1	12	1	1003	0	10978	15	0	44.9161	0	0
DL	0.412482	41	2	1	1	12	1	1004	0	10978	15	0	37.2194	0	0
DL	0.412482	41	2	1	1	12	1	1004	0	10978	15	0	48.0747	0	0
DL	0.412482	41	2	1	1	12	1	1004	0	10978	15	0	44.9161	0	0
DL	0.412732	41	2	2	1	12	1	1005	0	10978	15	0	37.2194	0	0
DL	0.412732	41	2	2	1	12	1	1005	0	10978	15	0	48.0747	0	0
DL	0.412732	41	2	2	1	12	1	1005	0	10978	15	0	44.9161	0	0
DL	0.412982	41	2	3	1	12	1	1006	0	10978	15	0	37.2194	0	0
DL	0.412982	41	2	3	1	12	1	1006	0	10978	15	0	48.0747	0	0
DL	0.412982	41	2	3	1	12	1	1006	0	10978	15	0	44.9161	0	0
DL	0.413232	41	3	0	1	12	1	1001	0	10978	15	0	37.2194	0	0
DL	0.413232	41	3	0	1	12	1	1001	0	10978	15	0	48.0747	0	0
DL	0.413232	41	3	0	1	12	1	1001	0	10978	15	0	44.9161	0	0
DL	0.413482	41	3	1	1	12	1	1002	0	10978	15	0	37.2194	0	0
DL	0.413482	41	3	1	1	12	1	1002	0	10978	15	0	48.0747	0	0
DL	0.413482	41	3	1	1	12	1	1002	0	10978	15	0	44.9161	0	0
DL	0.413732	41	3	2	1	12	1	1003	0	10978	15	0	37.2194	0	0
DL	0.413732	41	3	2	1	12	1	1003	0	10978	15	0	48.0747	0	0
DL	0.413732	41	3	2	1	12	1	1003	0	10978	15	0	44.9161	0	0
DL	0.413982	41	3	3	1	12	1	1004	0	10978	15	0	37.2194	0	0
DL	0.413982	41	3	3	1	12	1	1004	0	10978	15	0	48.0747	0	0
DL	0.413982	41	3	3	1	12	1	1004	0	10978	15	0	44.9161	0	0
DL	0.414232	41	4	0	1	12	1	1005	0	10978	15	0	37.2194	0	0
DL	0.414232	41	4	0	1	12	1	1005	0	10978	15	0	48.0747	0	0
DL	0.414232	41	4	0	1	12	1	1005	0	10978	15	0	44.9161	0	0
DL	0.414482	41	4	1	1	12	1	1006	0	10978	15	0	37.2194	0	0
DL	0.414482	41	4	1	1	12	1	1006	0	10978	15	0	48.0747	0	0
DL	0.414482	41	4	1	1	12	1	1006	0	10978	15	0	44.9161	0	0
DL	0.414732	41	4	2	1	12	1	1001	0	10978	15	0	37.2194	0	0
DL	0.414732	41	4	2	1	12	1	1001	0	10978	15	0	48.0747	0	0
DL	0.414732	41	4	2	1	12	1	1001	0	10978	15	0	44.9161	0	0
DL	0.414982	41	4	3	1	12	1	1002	0	10978	15	0	37.2194	0	0
DL	0.414982	41	4	3	1	12	1	1002	0	10978	15	0	48.0747	0	0
DL	0.414982	41	4	3	1	12	1	1002	0	10978	15	0	44.9161	0	0
DL	0.415232	41	5	0	1	12	1	1003	0	10978	15	0	37.2194	0	0
DL	0.415232	41	5	0	1	12	1	1003	0	10978	15	0	48.0747	0	0
DL	0.415232	41	5	0	1	12	1	1003	0	10978	15	0	44.9161	0	0
DL	0.415482	41	5	1	1	12	1	1004	0	10978	15	0	37.2194	0	0
DL	0.415482	41	5	1	1	12	1	1004	0	10978	15	0	48.0747	0	0
DL	0.415482	41	5	1	1	12	1	1004	0	10978	15	0	44.9161	0	0
DL	0.415732	41	5	2	1	12	1	1005	0	10978	15	0	37.2194	0	0
DL	0.415732	41	5	2	1	12	1	1005	0	10978	15	0	48.0747	0	0
DL	0.415732	41	5	2	1	12	1	1005	0	10978	15	0	44.9161	0	0
DL	0.415982	41	5	3	1	12	1	1006	0	10978	15	0	37.2194	0	0
DL	0.415982	41	5	3	1	12	1	1006	0	10978	15	0	48.0747	0	0
DL	0.415982	41	5	3	1	12	1	1006	0	10978	15	0	44.9161	0	0
DL	0.416232	41	6	0	1	12	1	1001	0	10978	15	0	37.2194	0	0
DL	0.416232	41	6	0	1	12	1	1001	0	10978	15	0	48.0747	0	0
DL	0.416232	41	6	0	1	12	1	1001	0	10978	15	0	44.9161	0	0
DL	0.416482	41	6	1	1	12	1	1002	0	10978	15	0	37.2194	0	0
DL	0.416482	41	6	1	1	12	1	1002	0	10978	15	0	48.0747	0	0
DL	0.416482	41	6	1	1	12	1	1002	0	10978	15	0	44.9161	0	0
DL	0.416732	41	6	2	1	12	1	1003	0	10978	15	0	37.2194	0	0
DL	0.416732	41	6	2	1	12	1	1003	0	10978	15	0	48.0747	0	0
DL	0.416732	41	6	2	1	12	1	1003	0	10978	15	0	44.9161	0	0
DL	0.416982	41	6	3	1	12	1	1004	0	10978	15	0	37.2194	0	0
DL	0.416982	41	6	3	1	12	1	1004	0	10978	15	0	48.0747	0	0
DL	0.416982	41	6	3	1	12	1	1004	0	10978	15	0	44.9161	0	0
DL	0.417232	41	7	0	1	12	1	1005	0	10978	15	0	37.2194	0	0
DL	0.417232	41	7	0	1	12	1	1005	0	10978	15	0	48.0747	0	0
DL	0.417232	41	7	0	1	12	1	1005	0	10978	15	0	44.9161	0	0
DL	0.417482	41	7	1	1	12	1	1006	0	10978	15	0	37.2194	0	0
DL	0.417482	41	7	1	1	12	1	1006	0	10978	15	0	48.0747	0	0
DL	0.417482	41	7	1	1	12	1	1006	0	10978	15	0	44.9161	0	0
DL	0.417732	41	7	2	1	12	1	1001	0	10978	15	0	37.2194	0	0
DL	0.417732	41	7	2	1	12	1	1001	0	10978	15	0	48.0747	0	0
DL	0.417732	41	7	2	1	12	1	1001	0	10978	15	0	44.9161	0	0
DL	0.417982	41	7	3	1	12	1	1002	0	10978	15	0	37.2194	0	0
DL	0.417982	41	7	3	1	12	1	1002	0	10978	15	0	48.0747	0	0
DL	0.417982	41	7	3	1	12	1	1002	0	10978	15	0	44.9161	0	0
DL	0.418232	41	8	0	1	12	1	1003	0	10978	15	0	37.2194	0	0
DL	0.418232	41	8	0	1	12	1	1003	0	10978	15	0	48.0747	0	0
DL	0.418232	41	8	0	1	12	1	1003	0	10978	15	0	44.9161	0	0
DL	0.418482	41	8	1	1	12	1	1004	0	10978	15	0	37.2194	0	0
DL	0.418482	41	8	1	1	12	1	1004	0	10978	15	0	48.0747	0	0
DL	0.418482	41	8	1	1	12	1	1004	0	10978	15	0	44.9161	0	0
DL	0.418732	41	8	2	1	12	1	1005	0	10978	15	0	37.2194	0	0
DL	0.418732	41	8	2	1	12	1	1005	0	10978	15	0	48.0747	0	0
DL	0.418732	41	8	2	1	12	1	1005	0	10978	15	0	44.9161	0	0
DL	0.418982	41	8	3	1	12	1	1006	0	10978	15	0	37.2194	0	0
DL	0.418982	41	8	3	1	12	1	1006	0	10978	15	0	48.0747	0	0
DL	0.418982	41	8	3	1	12	1	1006	0	10978	15	0	44.9161	0	0
DL	0.419232	41	9	0	1	12	1	1001	0	10978	15	0	37.2194	0	0
DL	0.419232	41	9	0	1	12	1	1001	0	10978	15	0	48.0747	0	0
DL	0.419232	41	9	0	1	12	1	1001	0	10978	15	0	44.9161	0	0
DL	0.419482	41	9	1	1	12	1	1002	0	10978	15	0	37.2194	0	0
DL	0.419482	41	9	1	1	12	1	1002	0	10978	15	0	48.0747	0	0
DL	0.419482	41	9	1	1	12	1	1002	0	10978	15	0	44.9161	0	0
DL	0.419732	41	9	2	1	12	1	1003	0	10978	15	0	37.2194	0	0
DL	0.419732	41	9	2	1	12	1	1003	0	10978	15	0	48.0747	0	0
DL	0.419732	41	9	2	1	12	1	1003	0	10978	15	0	44.9161	0	0
DL	0.419982	41	9	3	1	12	1	1004	0	10978	15	0	37.2194	0	0
DL	0.419982	41	9	3	1	12	1	1004	0	10978	15	0	48.0747	0	0
DL	0.419982	41	9	3	1	12	1	1004	0	10978	15	0	44.9161	0	0
DL	0.420232	42	0	0	1	12	1	1005	0	10978	15	0	37.2194	0	0
DL	0.420232	42	0	0	1	12	1	1005	0	10978	15	0	48.0747	0	0
DL	0.420232	42	0	0	1	12	1	1005	0	10978	15	0	44.9161	0	0
DL	0.420482	42	0	1	1	12	1	1006	0	10978	15	0	37.2194	0	0
DL	0.420482	42	0	1	1	12	1	1006	0	10978	15	0	48.0747	0	0
DL	0.420482	42	0	1	1	12	1	1006	0	10978	15	0	44.9161	0	0
DL	0.420732	42	0	2	1	12	1	1001	0	10978	15	0	37.2194	0	0
DL	0.420732	42	0	2	1	12	1	1001	0	10978	15	0	48.0747	0	0
DL	0.420732	42	0	2	1	12	1	1001	0	10978	15	0	44.9161	0	0
DL	0.420982	42	0	3	1	12	1	1002	0	10978	15	0	37.2194	0	0
DL	0.420982	42	0	3	1	12	1	1002	0	10978	15	0	48.0747	0	0
DL	0.420982	42	0	3	1	12	1	1002	0	10978	15	0	44.9161	0	0
DL	0.421232	42	1	0	1	12	1	1003	0	10978	15	0	37.2194	0	0
DL	0.421232	42	1	0	1	12	1	1003	0	10978	15	0	48.0747	0	0
DL	0.421232	42	1	0	1	12	1	1003	0	10978	15	0	44.9161	0	0
DL	0.421482	42	1	1	1	12	1	1004	0	10978	15	0	37.2194	0	0
DL	0.421482	42	1	1	1	12	1	1004	0	10978	15	0	48.0747	0	0
DL	0.421482	42	1	1	1	12	1	1004	0	10978	15	0	44.9161	0	0
DL	0.421732	42	1	2	1	12	1	1005	0	10978	15	0	37.2194	0	0
DL	0.421732	42	1	2	1	12	1	1005	0	10978	15	0	48.0747	0	0
DL	0.421732	42	1	2	1	12	1	1005	0	10978	15	0	44.9161	0	0
DL	0.421982	42	1	3	1	12	1	1006	0	10978	15	0	37.2194	0	0
DL	0.421982	42	1	3	1	12	1	1006	0	10978	15	0	48.0747	0	0
DL	0.421982	42	1	3	1	12	1	1006	0	10978	15	0	44.9161	0	0
DL	0.422232	42	2	0	1	12	1	1001	0	10978	15	0	37.2194	0	0
DL	0.422232	42	2	0	1	12	1	1001	0	10978	15	0	48.0747	0	0
DL	0.422232	42	2	0	1	12	1	1001	0	10978	15	0	44.9161	0	0
DL	0.422482	42	2	1	1	12	1	1002	0	10978	15	0	37.2194	0	0
DL	0.422482	42	2	1	1	12	1	1002	0	10978	15	0	48.0747	0	0
DL	0.422482	42	2	1	1	12	1	1002	0	10978	15	0	44.9161	0	0
DL	0.422732	42	2	2	1	12	1	1003	0	10978	15	0	37.2194	0	0
DL	0.422732	42	2	2	1	12	1	1003	0	10978	15	0	48.0747	0	0
DL	0.422732	42	2	2	1	12	1	1003	0	10978	15	0	44.9161	0	0
DL	0.422982	42	2	3	1	12	1	1004	0	10978	15	0	37.2194	0	0
DL	0.422982	42	2	3	1	12	1	1004	0	10978	15	0	48.0747	0	0
DL	0.422982	42	2	3	1	12	1	1004	0	10978	15	0	44.9161	0	0
DL	0.423232	42	3	0	1	12	1	1005	0	10978	15	0	37.2194	0	0
DL	0.423232	42	3	0	1	12	1	1005	0	10978	15	0	48.0747	0	0
DL	0.423232	42	3	0	1	12	1	1005	0	10978	15	0	44.9161	0	0
DL	0.423482	42	3	1	1	12	1	1006	0	10978	15	0	37.2194	0	0
DL	0.423482	42	3	1	1	12	1	1006	0	10978	15	0	48.0747	0	0
DL	0.423482	42	3	1	1	12	1	1006	0	10978	15	0	44.9161	0	0
DL	0.423732	42	3	2	1	12	1	1001	0	10978	15	0	37.2194	0	0
DL	0.423732	42	3	2	1	12	1	1001	0	10978	15	0	48.0747	0	0
DL	0.423732	42	3	2	1	12	1	1001	0	10978	15	0	44.9161	0	0
DL	0.423982	42	3	3	1	12	1	1002	0	10978	15	0	37.2194	0	0
DL	0.423982	42	3	3	1	12	1	1002	0	10978	15	0	48.0747	0	0
DL	0.423982	42	3	3	1	12	1	1002	0	10978	15	0	44.9161	0	0
DL	0.424232	42	4	0	1	12	1	1003	0	10978	15	0	37.2194	0	0
DL	0.424232	42	4	0	1	12	1	1003	0	10978	15	0	48.0747	0	0
DL	0.424232	42	4	0	1	12	1	1003	0	10978	15	0	44.9161	0	0
DL	0.424482	42	4	1	1	12	1	1004	0	10978	15	0	37.2194	0	0
DL	0.424482	42	4	1	1	12	1	1004	0	10978	15	0	48.0747	0	0
DL	0.424482	42	4	1	1	12	1	1004	0	10978	15	0	44.9161	0	0
DL	0.424732	42	4	2	1	12	1	1005	0	10978	15	0	37.2194	0	0
DL	0.424732	42	4	2	1	12	1	1005	0	10978	15	0	48.0747	0	0
DL	0.424732	42	4	2	1	12	1	1005	0	10978	15	0	44.9161	0	0
DL	0.424982	42	4	3	1	12	1	1006	0	10978	15	0	37.2194	0	0
DL	0.424982	42	4	3	1	12	1	1006	0	10978	15	0	48.0747	0	0
DL	0.424982	42	4	3	1	12	1	1006	0	10978	15	0	44.9161	0	0
DL	0.425232	42	5	0	1	12	1	1001	0	10978	15	0	37.2194	0	0
DL	0.425232	42	5	0	1	12	1	1001	0	10978	15	0	48.0747	0	0
DL	0.425232	42	5	0	1	12	1	1001	0	10978	15	0	44.9161	0	0
DL	0.425482	42	5	1	1	12	1	1002	0	10978	15	0	37.2194	0	0
DL	0.425482	42	5	1	1	12	1	1002	0	10978	15	0	48.0747	0	0
DL	0.425482	42	5	1	1	12	1	1002	0	10978	15	0	44.9161	0	0
DL	0.425732	42	5	2	1	12	1	1003	0	10978	15	0	37.2194	0	0
